center_RA,center_DEC,center_RA_current,center_DEC_current,g_star,g_gal,galaxies,P_raw,P_norm,klasa
19h35m04.5s,+28d09m00.0s,19h36m08.8s,+28d12m35.5s,75,0,,0,0.0,none
19h35m59.0s,+28d09m00.0s,19h37m03.3s,+28d12m37.4s,71,0,,0,0.0,none
19h36m53.4s,+28d09m00.0s,19h37m57.7s,+28d12m39.4s,71,0,,0,0.0,none
19h37m47.9s,+28d09m00.0s,19h38m52.2s,+28d12m41.3s,64,0,,0,0.0,none
19h38m42.3s,+28d09m00.0s,19h39m46.7s,+28d12m43.2s,72,0,,0,0.0,none
19h39m36.7s,+28d09m00.0s,19h40m41.1s,+28d12m45.1s,75,0,,0,0.0,none
19h40m31.2s,+28d09m00.0s,19h41m35.6s,+28d12m47.0s,65,0,,0,0.0,none
19h41m25.6s,+28d09m00.0s,19h42m30.1s,+28d12m48.9s,65,0,,0,0.0,none
19h42m20.1s,+28d09m00.0s,19h43m24.6s,+28d12m50.8s,68,0,,0,0.0,none
19h43m14.5s,+28d09m00.0s,19h44m19.0s,+28d12m52.7s,63,0,,0,0.0,none
19h44m08.9s,+28d09m00.0s,19h45m13.5s,+28d12m54.6s,51,0,,0,0.0,none
19h45m03.4s,+28d09m00.0s,19h46m08.0s,+28d12m56.5s,32,0,,0,0.0,none
19h20m35.4s,+28d21m00.0s,19h21m39.0s,+28d24m04.4s,22,0,,0,0.0,none
19h21m29.9s,+28d21m00.0s,19h22m33.6s,+28d24m06.3s,46,0,,0,0.0,none
19h22m24.5s,+28d21m00.0s,19h23m28.2s,+28d24m08.3s,45,0,,0,0.0,none
19h23m19.0s,+28d21m00.0s,19h24m22.7s,+28d24m10.3s,50,0,,0,0.0,none
19h24m13.5s,+28d21m00.0s,19h25m17.3s,+28d24m12.3s,56,0,,0,0.0,none
19h25m08.1s,+28d21m00.0s,19h26m11.9s,+28d24m14.2s,53,0,,0,0.0,none
19h26m02.6s,+28d21m00.0s,19h27m06.4s,+28d24m16.2s,48,0,,0,0.0,none
19h26m57.2s,+28d21m00.0s,19h28m01.0s,+28d24m18.2s,52,0,,0,0.0,none
19h27m51.7s,+28d21m00.0s,19h28m55.6s,+28d24m20.1s,58,0,,0,0.0,none
19h28m46.3s,+28d21m00.0s,19h29m50.1s,+28d24m22.1s,59,0,,0,0.0,none
19h29m40.8s,+28d21m00.0s,19h30m44.7s,+28d24m24.0s,69,0,,0,0.0,none
19h30m35.3s,+28d21m00.0s,19h31m39.3s,+28d24m26.0s,74,0,,0,0.0,none
19h31m29.9s,+28d21m00.0s,19h32m33.9s,+28d24m27.9s,78,0,,0,0.0,none
19h32m24.4s,+28d21m00.0s,19h33m28.4s,+28d24m29.8s,74,0,,0,0.0,none
19h33m19.0s,+28d21m00.0s,19h34m23.0s,+28d24m31.8s,88,0,,0,0.0,none
19h34m13.5s,+28d21m00.0s,19h35m17.6s,+28d24m33.7s,81,0,,0,0.0,none
19h35m08.0s,+28d21m00.0s,19h36m12.1s,+28d24m35.6s,70,0,,0,0.0,none
19h36m02.6s,+28d21m00.0s,19h37m06.7s,+28d24m37.6s,71,0,,0,0.0,none
19h36m57.1s,+28d21m00.0s,19h38m01.3s,+28d24m39.5s,72,0,,0,0.0,none
19h37m51.7s,+28d21m00.0s,19h38m55.9s,+28d24m41.4s,62,0,,0,0.0,none
19h38m46.2s,+28d21m00.0s,19h39m50.4s,+28d24m43.3s,70,0,,0,0.0,none
19h39m40.8s,+28d21m00.0s,19h40m45.0s,+28d24m45.2s,74,0,,0,0.0,none
19h40m35.3s,+28d21m00.0s,19h41m39.6s,+28d24m47.2s,66,0,,0,0.0,none
19h41m29.8s,+28d21m00.0s,19h42m34.2s,+28d24m49.1s,72,0,,0,0.0,none
19h42m24.4s,+28d21m00.0s,19h43m28.7s,+28d24m51.0s,69,0,,0,0.0,none
19h43m18.9s,+28d21m00.0s,19h44m23.3s,+28d24m52.9s,63,0,,0,0.0,none
19h44m13.5s,+28d21m00.0s,19h45m17.9s,+28d24m54.8s,54,0,,0,0.0,none
19h20m37.3s,+28d33m00.0s,19h21m40.8s,+28d36m04.4s,33,0,,0,0.0,none
19h21m31.9s,+28d33m00.0s,19h22m35.4s,+28d36m06.4s,58,0,,0,0.0,none
19h22m26.6s,+28d33m00.0s,19h23m30.1s,+28d36m08.4s,51,0,,0,0.0,none
19h23m21.2s,+28d33m00.0s,19h24m24.8s,+28d36m10.4s,50,0,,0,0.0,none
19h24m15.8s,+28d33m00.0s,19h25m19.4s,+28d36m12.3s,48,0,,0,0.0,none
19h25m10.5s,+28d33m00.0s,19h26m14.1s,+28d36m14.3s,54,0,,0,0.0,none
19h26m05.1s,+28d33m00.0s,19h27m08.8s,+28d36m16.3s,54,0,,0,0.0,none
19h26m59.8s,+28d33m00.0s,19h28m03.5s,+28d36m18.2s,55,0,,0,0.0,none
19h27m54.4s,+28d33m00.0s,19h28m58.1s,+28d36m20.2s,51,0,,0,0.0,none
19h28m49.1s,+28d33m00.0s,19h29m52.8s,+28d36m22.2s,57,0,,0,0.0,none
19h29m43.7s,+28d33m00.0s,19h30m47.5s,+28d36m24.1s,70,0,,0,0.0,none
19h30m38.4s,+28d33m00.0s,19h31m42.2s,+28d36m26.1s,67,0,,0,0.0,none
19h31m33.0s,+28d33m00.0s,19h32m36.8s,+28d36m28.0s,66,0,,0,0.0,none
19h32m27.6s,+28d33m00.0s,19h33m31.5s,+28d36m30.0s,72,0,,0,0.0,none
19h33m22.3s,+28d33m00.0s,19h34m26.2s,+28d36m31.9s,86,0,,0,0.0,none
19h34m16.9s,+28d33m00.0s,19h35m20.9s,+28d36m33.8s,72,0,,0,0.0,none
19h35m11.6s,+28d33m00.0s,19h36m15.5s,+28d36m35.8s,67,0,,0,0.0,none
19h36m06.2s,+28d33m00.0s,19h37m10.2s,+28d36m37.7s,71,0,,0,0.0,none
19h37m00.9s,+28d33m00.0s,19h38m04.9s,+28d36m39.6s,77,0,,0,0.0,none
19h37m55.5s,+28d33m00.0s,19h38m59.6s,+28d36m41.5s,61,0,,0,0.0,none
19h38m50.2s,+28d33m00.0s,19h39m54.2s,+28d36m43.5s,68,0,,0,0.0,none
19h39m44.8s,+28d33m00.0s,19h40m48.9s,+28d36m45.4s,73,0,,0,0.0,none
19h40m39.5s,+28d33m00.0s,19h41m43.6s,+28d36m47.3s,71,0,,0,0.0,none
19h41m34.1s,+28d33m00.0s,19h42m38.3s,+28d36m49.2s,74,0,,0,0.0,none
19h42m28.7s,+28d33m00.0s,19h43m33.0s,+28d36m51.1s,72,0,,0,0.0,none
19h43m23.4s,+28d33m00.0s,19h44m27.6s,+28d36m53.0s,69,0,,0,0.0,none
19h44m18.0s,+28d33m00.0s,19h45m22.3s,+28d36m54.9s,60,0,,0,0.0,none
21h00m48.2s,+28d33m00.0s,21h01m56.2s,+28d39m18.3s,16,0,,0,0.0,none
21h01m42.8s,+28d33m00.0s,21h02m50.9s,+28d39m19.8s,17,0,,0,0.0,none
21h02m37.5s,+28d33m00.0s,21h03m45.6s,+28d39m21.3s,10,0,,0,0.0,none
21h03m32.1s,+28d33m00.0s,21h04m40.3s,+28d39m22.8s,15,0,,0,0.0,none
21h04m26.8s,+28d33m00.0s,21h05m35.0s,+28d39m24.2s,20,0,,0,0.0,none
21h05m21.4s,+28d33m00.0s,21h06m29.7s,+28d39m25.7s,24,0,,0,0.0,none
21h06m16.1s,+28d33m00.0s,21h07m24.4s,+28d39m27.1s,26,0,,0,0.0,none
21h07m10.7s,+28d33m00.0s,21h08m19.1s,+28d39m28.6s,29,0,,0,0.0,none
21h08m05.4s,+28d33m00.0s,21h09m13.8s,+28d39m30.0s,24,0,,0,0.0,none
21h09m00.0s,+28d33m00.0s,21h10m08.5s,+28d39m31.5s,21,0,,0,0.0,none
21h09m54.6s,+28d33m00.0s,21h11m03.2s,+28d39m32.9s,15,0,,0,0.0,none
21h10m49.3s,+28d33m00.0s,21h11m57.9s,+28d39m34.3s,13,0,,0,0.0,none
21h11m43.9s,+28d33m00.0s,21h12m52.6s,+28d39m35.7s,11,0,,0,0.0,none
21h12m38.6s,+28d33m00.0s,21h13m47.3s,+28d39m37.1s,13,0,,0,0.0,none
21h13m33.2s,+28d33m00.0s,21h14m42.0s,+28d39m38.5s,18,0,,0,0.0,none
21h14m27.9s,+28d33m00.0s,21h15m36.7s,+28d39m39.9s,18,0,,0,0.0,none
21h15m22.5s,+28d33m00.0s,21h16m31.4s,+28d39m41.3s,21,0,,0,0.0,none
21h16m17.2s,+28d33m00.0s,21h17m26.1s,+28d39m42.7s,24,0,,0,0.0,none
21h17m11.8s,+28d33m00.0s,21h18m20.8s,+28d39m44.1s,25,0,,0,0.0,none
21h18m06.4s,+28d33m00.0s,21h19m15.5s,+28d39m45.5s,17,0,,0,0.0,none
21h19m01.1s,+28d33m00.0s,21h20m10.2s,+28d39m46.8s,10,0,,0,0.0,none
21h19m55.7s,+28d33m00.0s,21h21m04.9s,+28d39m48.2s,8,0,,0,0.0,none
21h20m50.4s,+28d33m00.0s,21h21m59.6s,+28d39m49.5s,9,0,,0,0.0,none
21h21m45.0s,+28d33m00.0s,21h22m54.4s,+28d39m50.9s,12,0,,0,0.0,none
21h22m39.7s,+28d33m00.0s,21h23m49.1s,+28d39m52.2s,10,0,,0,0.0,none
21h23m34.3s,+28d33m00.0s,21h24m43.8s,+28d39m53.6s,14,0,,0,0.0,none
21h24m29.0s,+28d33m00.0s,21h25m38.5s,+28d39m54.9s,16,0,,0,0.0,none
21h25m23.6s,+28d33m00.0s,21h26m33.2s,+28d39m56.2s,10,0,,0,0.0,none
21h26m18.2s,+28d33m00.0s,21h27m27.9s,+28d39m57.5s,11,0,,0,0.0,none
21h27m12.9s,+28d33m00.0s,21h28m22.6s,+28d39m58.8s,12,0,,0,0.0,none
21h28m07.5s,+28d33m00.0s,21h29m17.3s,+28d40m00.1s,17,0,,0,0.0,none
21h29m02.2s,+28d33m00.0s,21h30m12.0s,+28d40m01.4s,14,0,,0,0.0,none
21h29m56.8s,+28d33m00.0s,21h31m06.7s,+28d40m02.7s,12,0,,0,0.0,none
21h30m51.5s,+28d33m00.0s,21h32m01.4s,+28d40m04.0s,10,0,,0,0.0,none
21h31m46.1s,+28d33m00.0s,21h32m56.1s,+28d40m05.3s,14,0,,0,0.0,none
19h20m39.2s,+28d45m00.0s,19h21m42.5s,+28d48m04.5s,39,0,,0,0.0,none
19h21m33.9s,+28d45m00.0s,19h22m37.3s,+28d48m06.5s,65,0,,0,0.0,none
19h22m28.7s,+28d45m00.0s,19h23m32.1s,+28d48m08.5s,58,0,,0,0.0,none
19h23m23.4s,+28d45m00.0s,19h24m26.8s,+28d48m10.4s,57,0,,0,0.0,none
19h24m18.2s,+28d45m00.0s,19h25m21.6s,+28d48m12.4s,50,0,,0,0.0,none
19h25m12.9s,+28d45m00.0s,19h26m16.4s,+28d48m14.4s,52,0,,0,0.0,none
19h26m07.7s,+28d45m00.0s,19h27m11.2s,+28d48m16.4s,46,0,,0,0.0,none
19h27m02.4s,+28d45m00.0s,19h28m06.0s,+28d48m18.3s,43,0,,0,0.0,none
19h27m57.2s,+28d45m00.0s,19h29m00.7s,+28d48m20.3s,50,0,,0,0.0,none
19h28m51.9s,+28d45m00.0s,19h29m55.5s,+28d48m22.3s,56,0,,0,0.0,none
19h29m46.7s,+28d45m00.0s,19h30m50.3s,+28d48m24.2s,73,0,,0,0.0,none
19h30m41.4s,+28d45m00.0s,19h31m45.1s,+28d48m26.2s,65,0,,0,0.0,none
19h31m36.2s,+28d45m00.0s,19h32m39.8s,+28d48m28.1s,68,0,,0,0.0,none
19h32m30.9s,+28d45m00.0s,19h33m34.6s,+28d48m30.1s,70,0,,0,0.0,none
19h33m25.7s,+28d45m00.0s,19h34m29.4s,+28d48m32.0s,79,0,,0,0.0,none
19h34m20.4s,+28d45m00.0s,19h35m24.2s,+28d48m34.0s,75,0,,0,0.0,none
19h35m15.2s,+28d45m00.0s,19h36m19.0s,+28d48m35.9s,74,0,,0,0.0,none
19h36m09.9s,+28d45m00.0s,19h37m13.7s,+28d48m37.8s,83,0,,0,0.0,none
19h37m04.7s,+28d45m00.0s,19h38m08.5s,+28d48m39.8s,83,0,,0,0.0,none
19h37m59.4s,+28d45m00.0s,19h39m03.3s,+28d48m41.7s,65,0,,0,0.0,none
19h38m54.2s,+28d45m00.0s,19h39m58.1s,+28d48m43.6s,62,0,,0,0.0,none
19h39m48.9s,+28d45m00.0s,19h40m52.9s,+28d48m45.5s,63,0,,0,0.0,none
19h40m43.7s,+28d45m00.0s,19h41m47.7s,+28d48m47.4s,71,0,,0,0.0,none
19h41m38.4s,+28d45m00.0s,19h42m42.4s,+28d48m49.4s,68,0,,0,0.0,none
19h42m33.1s,+28d45m00.0s,19h43m37.2s,+28d48m51.3s,74,0,,0,0.0,none
19h43m27.9s,+28d45m00.0s,19h44m32.0s,+28d48m53.2s,75,0,,0,0.0,none
19h44m22.6s,+28d45m00.0s,19h45m26.8s,+28d48m55.1s,53,0,,0,0.0,none
21h01m01.6s,+28d45m00.0s,21h02m09.5s,+28d51m18.7s,21,0,,0,0.0,none
21h01m56.3s,+28d45m00.0s,21h03m04.3s,+28d51m20.2s,25,0,,0,0.0,none
21h02m51.1s,+28d45m00.0s,21h03m59.1s,+28d51m21.7s,25,0,,0,0.0,none
21h03m45.8s,+28d45m00.0s,21h04m53.9s,+28d51m23.1s,29,0,,0,0.0,none
21h04m40.6s,+28d45m00.0s,21h05m48.7s,+28d51m24.6s,37,0,,0,0.0,none
21h05m35.3s,+28d45m00.0s,21h06m43.5s,+28d51m26.1s,39,0,,0,0.0,none
21h06m30.1s,+28d45m00.0s,21h07m38.3s,+28d51m27.5s,36,0,,0,0.0,none
21h07m24.8s,+28d45m00.0s,21h08m33.1s,+28d51m29.0s,36,0,,0,0.0,none
21h08m19.6s,+28d45m00.0s,21h09m27.9s,+28d51m30.4s,31,0,,0,0.0,none
21h09m14.3s,+28d45m00.0s,21h10m22.7s,+28d51m31.8s,32,0,,0,0.0,none
21h10m09.1s,+28d45m00.0s,21h11m17.5s,+28d51m33.3s,26,0,,0,0.0,none
21h11m03.8s,+28d45m00.0s,21h12m12.4s,+28d51m34.7s,25,0,,0,0.0,none
21h11m58.6s,+28d45m00.0s,21h13m07.2s,+28d51m36.1s,31,0,,0,0.0,none
21h12m53.3s,+28d45m00.0s,21h14m02.0s,+28d51m37.5s,28,0,,0,0.0,none
21h13m48.1s,+28d45m00.0s,21h14m56.8s,+28d51m38.9s,28,0,,0,0.0,none
21h14m42.8s,+28d45m00.0s,21h15m51.6s,+28d51m40.3s,32,0,,0,0.0,none
21h15m37.6s,+28d45m00.0s,21h16m46.4s,+28d51m41.7s,32,0,,0,0.0,none
21h16m32.3s,+28d45m00.0s,21h17m41.2s,+28d51m43.1s,37,0,,0,0.0,none
21h17m27.1s,+28d45m00.0s,21h18m36.0s,+28d51m44.5s,31,0,,0,0.0,none
21h18m21.8s,+28d45m00.0s,21h19m30.8s,+28d51m45.9s,30,0,,0,0.0,none
21h19m16.6s,+28d45m00.0s,21h20m25.6s,+28d51m47.2s,21,0,,0,0.0,none
21h20m11.3s,+28d45m00.0s,21h21m20.4s,+28d51m48.6s,16,0,,0,0.0,none
21h21m06.1s,+28d45m00.0s,21h22m15.2s,+28d51m49.9s,16,0,,0,0.0,none
21h22m00.8s,+28d45m00.0s,21h23m10.0s,+28d51m51.3s,22,0,,0,0.0,none
21h22m55.6s,+28d45m00.0s,21h24m04.9s,+28d51m52.6s,22,0,,0,0.0,none
21h23m50.3s,+28d45m00.0s,21h24m59.7s,+28d51m54.0s,28,0,,0,0.0,none
21h24m45.0s,+28d45m00.0s,21h25m54.5s,+28d51m55.3s,24,0,,0,0.0,none
21h25m39.8s,+28d45m00.0s,21h26m49.3s,+28d51m56.6s,12,0,,0,0.0,none
21h26m34.5s,+28d45m00.0s,21h27m44.1s,+28d51m57.9s,17,0,,0,0.0,none
21h27m29.3s,+28d45m00.0s,21h28m38.9s,+28d51m59.2s,27,0,,0,0.0,none
21h28m24.0s,+28d45m00.0s,21h29m33.7s,+28d52m00.5s,27,0,,0,0.0,none
21h29m18.8s,+28d45m00.0s,21h30m28.5s,+28d52m01.8s,21,0,,0,0.0,none
21h30m13.5s,+28d45m00.0s,21h31m23.3s,+28d52m03.1s,24,0,,0,0.0,none
21h31m08.3s,+28d45m00.0s,21h32m18.1s,+28d52m04.4s,22,0,,0,0.0,none
21h32m03.0s,+28d45m00.0s,21h33m13.0s,+28d52m05.7s,26,0,,0,0.0,none
21h32m57.8s,+28d45m00.0s,21h34m07.8s,+28d52m06.9s,22,0,,0,0.0,none
21h33m52.5s,+28d45m00.0s,21h35m02.6s,+28d52m08.2s,20,0,,0,0.0,none
21h34m47.3s,+28d45m00.0s,21h35m57.4s,+28d52m09.4s,17,0,,0,0.0,none
21h35m42.0s,+28d45m00.0s,21h36m52.2s,+28d52m10.7s,20,0,,0,0.0,none
21h36m36.8s,+28d45m00.0s,21h37m47.0s,+28d52m11.9s,19,0,,0,0.0,none
21h37m31.5s,+28d45m00.0s,21h38m41.8s,+28d52m13.2s,20,0,,0,0.0,none
21h38m26.3s,+28d45m00.0s,21h39m36.6s,+28d52m14.4s,18,0,,0,0.0,none
21h39m21.0s,+28d45m00.0s,21h40m31.5s,+28d52m15.6s,17,0,,0,0.0,none
21h40m15.8s,+28d45m00.0s,21h41m26.3s,+28d52m16.8s,20,0,,0,0.0,none
21h41m10.5s,+28d45m00.0s,21h42m21.1s,+28d52m18.0s,16,0,,0,0.0,none
21h42m05.3s,+28d45m00.0s,21h43m15.9s,+28d52m19.2s,15,0,,0,0.0,none
21h43m00.0s,+28d45m00.0s,21h44m10.7s,+28d52m20.4s,9,0,,0,0.0,none
21h43m54.8s,+28d45m00.0s,21h45m05.5s,+28d52m21.6s,10,0,,0,0.0,none
21h44m49.5s,+28d45m00.0s,21h46m00.3s,+28d52m22.8s,18,0,,0,0.0,none
21h45m44.3s,+28d45m00.0s,21h46m55.1s,+28d52m23.9s,22,0,,0,0.0,none
21h46m39.0s,+28d45m00.0s,21h47m50.0s,+28d52m25.1s,28,0,,0,0.0,none
21h47m33.8s,+28d45m00.0s,21h48m44.8s,+28d52m26.3s,26,0,,0,0.0,none
21h48m28.5s,+28d45m00.0s,21h49m39.6s,+28d52m27.4s,24,0,,0,0.0,none
21h49m23.3s,+28d45m00.0s,21h50m34.4s,+28d52m28.6s,11,0,,0,0.0,none
19h20m41.1s,+28d57m00.0s,19h21m44.3s,+29d00m04.6s,35,0,,0,0.0,none
19h21m35.9s,+28d57m00.0s,19h22m39.2s,+29d00m06.6s,56,0,,0,0.0,none
19h22m30.8s,+28d57m00.0s,19h23m34.1s,+29d00m08.5s,48,0,,0,0.0,none
19h23m25.7s,+28d57m00.0s,19h24m28.9s,+29d00m10.5s,47,0,,0,0.0,none
19h24m20.5s,+28d57m00.0s,19h25m23.8s,+29d00m12.5s,46,0,,0,0.0,none
19h25m15.4s,+28d57m00.0s,19h26m18.7s,+29d00m14.5s,51,0,,0,0.0,none
19h26m10.2s,+28d57m00.0s,19h27m13.6s,+29d00m16.5s,56,0,,0,0.0,none
19h27m05.1s,+28d57m00.0s,19h28m08.5s,+29d00m18.4s,53,0,,0,0.0,none
19h28m00.0s,+28d57m00.0s,19h29m03.3s,+29d00m20.4s,60,0,,0,0.0,none
19h28m54.8s,+28d57m00.0s,19h29m58.2s,+29d00m22.4s,59,0,,0,0.0,none
19h29m49.6s,+28d57m00.0s,19h30m53.1s,+29d00m24.3s,66,0,,0,0.0,none
19h30m44.5s,+28d57m00.0s,19h31m48.0s,+29d00m26.3s,64,0,,0,0.0,none
19h31m39.3s,+28d57m00.0s,19h32m42.9s,+29d00m28.2s,68,0,,0,0.0,none
19h32m34.2s,+28d57m00.0s,19h33m37.8s,+29d00m30.2s,69,0,,0,0.0,none
19h33m29.1s,+28d57m00.0s,19h34m32.7s,+29d00m32.1s,81,0,,0,0.0,none
19h34m23.9s,+28d57m00.0s,19h35m27.5s,+29d00m34.1s,82,0,,0,0.0,none
19h35m18.8s,+28d57m00.0s,19h36m22.4s,+29d00m36.0s,87,0,,0,0.0,none
