center_RA,center_DEC,center_RA_current,center_DEC_current,g_star,g_gal,galaxies,P_raw,P_norm,klasa
11h57m37.5s,+32d15m00.0s,11h58m59.3s,+32d06m08.1s,8,3,NGC  3991; NGC  3994; NGC  3995,72,36.0,A
