center_RA,center_DEC,center_RA_current,center_DEC_current,g_star,g_gal,galaxies,P_raw,P_norm,klasa
15h38m35.1s,+59d21m00.0s,15h39m08.0s,+59d15m52.8s,5,3,NGC  5981; NGC  5982; NGC  5985,45,15.0,A
