center_RA,center_DEC,center_RA_current,center_DEC_current,g_star,g_gal,galaxies,P_raw,P_norm,klasa
03h17m59.8s,+41d48m00.0s,03h19m45.6s,+41d53m43.9s,92,7,NGC  1250; IC    310; NGC  1265; NGC  1272; NGC  1275; NGC  1278; NGC  1282,4508,50.08888888888889,B
