source_id,ra_deg,dec_deg,mag
1900358861949856896,331.3105522019314,34.6380561142308,11.712109
1900362538441636992,331.0277410921004,34.55260123479946,11.594367
1900476475333612672,331.4699156690543,35.04666607545771,11.48285
1900485786824201984,331.84473153549976,35.07936821073398,11.66282
1900494823434409984,332.0454548559999,35.30803904937638,11.146565
1900501214345722368,332.0400142947593,35.45466251279868,10.185972
1905455338862057472,334.86833314954913,34.52322407513562,10.48923
1905469666872784000,334.54518658981715,34.64850847563069,10.388663
1905492619179095936,335.24999292676813,34.976782584182516,10.469285
1905518492060984448,334.4671435290326,34.798668428602575,11.695872
1906183730956325504,333.6324041181471,34.602271316421145,11.49623
1906227505262308864,332.89077391216074,34.91107524774451,10.708085
1906254649455989248,333.32719752740866,35.00144207604859,8.826412
1906295984220945792,333.97555266432676,35.17195542333181,10.857812
1906323437652011136,333.92687163624447,35.564465072292656,8.287966
1906383532834181248,333.3874187061196,35.743004256017805,11.889088
1906429712323187968,334.00463612732426,36.39687028133091,10.605046
1906471626904455296,332.8161468395327,35.56381735323707,10.234211
1906508189965196160,332.189180458591,35.57979728272885,9.443875
1906564849174377472,332.72783279607876,36.22392692891199,11.504972
1906575397609632256,333.2171032810624,35.84296048542045,11.620488
1906591581050403968,333.22183501118354,36.08170789448399,10.701398
1906597868882754048,333.35940632951207,36.13841629602792,11.533091
1906600720741015936,333.30529005816874,36.23497634756988,11.282411
1906605909061476224,333.2875970587622,36.4104561559922,11.643885
1906784304822261248,334.44413357058687,36.195820145382896,10.867033
1906796639968452224,334.3690276954503,36.44753045412721,11.834797
1906804302186306944,334.08425914879456,36.4054153902795,11.145327
1906806776087577216,334.24189499242345,36.511459236362384,11.065389
1906824540076334336,334.7025214083598,36.70399376055508,11.238381
1906838180892266368,334.573567504897,36.81286809201292,10.943587
1907052894897839232,334.2094680655095,37.22799089542689,8.941261
1907061587911731328,334.3439480210526,37.43055689103248,11.911058
1907064611570817408,333.6249051183614,36.89344753495405,10.844315
1907119621512173696,333.86301566213484,37.53644669198367,11.5319605
1948069385899352960,329.97618031849623,34.69060402325376,10.447693
1948072856232207360,329.58164797695986,34.5626370422699,11.517551
1948294682703983744,329.51417883415706,35.177620553951215,10.411306
1948464041852978688,329.88031849208244,35.009961463088324,11.61231
1948465588041205376,329.92143002965526,35.02600894522808,11.098251
1948486478762939008,330.7528264820573,35.25830283866853,10.148006
1948528569441669504,331.01275940103307,35.20412048822102,10.749093
1948547054981424128,331.4981165926905,35.42417802631775,9.805868
1948622749484958464,331.1676073964145,35.88829750849602,11.218719
1948668825894344960,329.93786615150884,35.495851381315454,11.661303
1948706484167804160,330.0473187342237,35.64912743972726,11.6319065
1948731115799840768,329.65544468403886,35.5747084202906,11.668933
1948750533351886208,329.48425802528703,35.826662955744816,11.6222
