source_id,ra_deg,dec_deg,mag
4320634059272207616,288.26516430385203,15.516230235790665,11.4747305
4321011084339796352,288.5092789414157,15.641701293790982,11.24162
4321036927195413120,289.17552446151126,15.908366156719254,10.896183
4321055000437527424,289.0482102643042,16.095329381887428,11.572456
4321166394677351168,289.24633674055156,16.547730648812937,10.316306
4507719433021686272,285.229516407141,15.577279906445959,11.620433
4507724690082690432,285.1350995533712,15.683031359745518,10.770715
4507732627183163008,285.32582103346044,15.814135321000819,8.042834
4507736338035564672,284.9884643378649,15.673510166578723,10.705975
4507749738334510464,285.1602712315079,15.912918498242961,11.727085
4507761042684388096,284.6234410479353,15.627529174864064,11.622623
4507767433595765248,284.63277817167835,15.774139967777973,10.896901
4507771075727564544,284.2454845803695,15.6888878163033,11.292504
4507798799717926272,285.0133794938588,16.011029583029714,11.906333
4507815159279400960,284.8520467181865,16.112492379162376,11.990879
4508078732829121664,284.262400052359,16.609355938930584,9.587827
4508096462455475968,284.04585443957825,16.777278396329006,11.051782
4512810996550915328,287.94703343584405,15.828417137726953,11.023483
4512822988092836992,287.1835809538179,15.547267246101455,11.293888
4512825702485146240,287.1764918077332,15.617801547771744,11.066115
4512866831127431680,287.671945055192,16.015514718504296,11.136124
4513036224623774848,286.92946004629704,15.926411916658202,11.639166
4513061410313683584,286.72785504069867,16.20086068436673,11.894997
4513068316623722880,287.3379679157501,16.233280143553472,11.720281
4513079792776925440,287.4297558461543,16.370970337682618,11.715025
4513116007943489408,286.65327950873325,16.407618393241865,10.314968
4513151570268434048,286.98760375505447,16.745146394753554,11.1077175
4513158029905523200,286.5363147152583,16.63962994291905,10.228209
4513197406149118464,288.26070633948007,16.089159328995873,11.893684
4513233277718015488,288.6088700764572,16.433978306479734,11.804748
4513233861833513472,288.7134422560435,16.455869036916916,9.486481
4513234445918436736,288.72587938189974,16.49313023291205,11.093045
4513262517856813568,287.6421891116767,16.299137102183945,11.838109
4513263651728225792,287.6286776279771,16.347168309788326,11.737096
4513275677637574144,288.24455381761993,16.367504204352972,11.778739
4513384632345948544,288.6866046341617,16.82101418795056,11.73835
4513485375114332544,287.5483687217578,16.8664026758579,11.506149
4513488634964770432,288.0170014195073,16.72739490136486,11.589031
4513503826294841344,288.0669727417409,17.075806708337836,9.695492
4513512656748010624,287.73034774825095,17.077911467195097,9.699355
4513533238232703872,287.5201981763905,16.939662927938066,10.383947
4513561756816991232,287.53667991754935,17.082195979150875,11.458908
4513571996019572864,287.6333355780442,17.304109726702574,11.620964
4513589446424433536,287.49688318445476,17.47058885579913,10.455645
4513611750226875648,288.09957295689446,17.26385373014751,11.427423
4513619171930778496,288.3486526861684,17.354286076620152,9.274258
4513628620860004864,288.5549830823499,17.341793057019455,11.15904
4513656074290656768,288.71428183586795,17.694736169607985,11.0405655
4513682664398790784,287.8480567152316,17.57499796436089,11.842638
4513716409995201152,288.0992015883122,17.819128917733916,11.39756
4513720494465714304,288.0630497755622,17.91084333975621,11.495038
4513766025451985024,285.45591321178375,16.2124475041271,11.632183
4513773137918205696,285.7496150042578,16.173120884776964,9.889027
4513776986209158016,285.96916993118106,16.213169150122376,11.479681
4513785404345345664,286.00795316184525,16.46306704209652,6.5324326
4513813888570055936,285.2567172811873,16.294425636721652,11.676459
4513823990333540992,284.98771684927766,16.30485502972613,11.15582
4513824574449100928,285.04047639974624,16.350283995371893,11.924747
4513860789615413376,285.2026769329235,16.630714115388948,11.217006
4513865153301573504,285.45415237870793,16.707581887408754,11.530551
4513877419736199040,286.2591689613285,16.511157689319763,9.710678
4513883604489663488,286.31892195744075,16.578386569344577,11.9049015
4513902845944439168,286.3291033567698,16.81410173469759,11.643673
4513916555472476928,286.49521387918423,16.876025551580778,11.611035
4513937240045650560,286.61411996927933,17.04860523535963,10.771656
4513944008905156480,285.8456944405836,16.687001223048483,10.770578
4513948613110348928,285.71269669588906,16.771107989001756,11.505238
4513963731396045696,285.72807844538494,16.907660560997822,11.922225
4513964933986994304,285.7007486622044,16.96124387947189,11.971502
4513969228954455424,285.6080538592957,17.022936652099947,10.330801
4513995720314201600,286.31230654062585,17.348356095548148,11.268818
4513996231366145536,286.38196425113506,17.39528967467616,11.819505
4514005822077905792,286.17585283473704,17.318051968728643,11.854046
4514027743570167680,284.8169078824552,16.612628474966005,11.2596445
4514033477326009344,284.5950117646551,16.58739144553741,11.445827
4514063958736108288,285.1361640422045,16.942357886843048,10.922942
4514084059183370240,285.1303352688117,17.21701465390565,11.4990835
4514112852645477248,284.4392674498137,17.08770222695,11.800262
4514117044538058112,284.335742845811,17.13442840094861,10.763649
4514140615316065920,284.72000496555404,17.295816842108763,10.439622
4514142608180092544,284.53468669982453,17.277937792330988,11.274787
4514145288240592512,284.5625718288029,17.35925789682573,10.882922
4514181365963967744,285.4803736550918,17.28304059124918,11.994607
4514234039430189440,285.1149244882553,17.561772440090508,11.08608
4514235207676953856,285.2518231886952,17.47686111288218,9.646211
4514256712544374272,285.0631208799949,17.727022780896785,11.178216
4514301281460866816,286.7483799777949,17.108437443465096,10.722051
4514309562158251904,287.02409634335976,17.264412823739292,11.71528
4514354298539680512,286.8927633897582,17.583300476891594,11.95922
4514366530607421312,286.5095597509187,17.335626256473862,11.9079275
4514368970148796800,286.68127397711737,17.424152365378173,11.715848
4514376838529556096,286.675363985894,17.545279130337278,10.963961
4514387077732244736,286.4180794544436,17.570782340994736,11.543809
4514387554433977344,286.4271500089273,17.59682439358749,11.916362
4514405288395092352,286.97700709612803,17.78276028966617,11.874059
