source_id,ra_deg,dec_deg,mag
2022218800846155392,289.197345899724,22.829017730115694,11.790091
2022456398403479552,289.03295990138804,23.328501059038462,11.087016
4514703908879098752,286.03104936043684,18.51716143359867,10.790104
4514753863599145344,287.2866960704628,18.616735043261265,11.276492
4514755066189985664,287.18604298120243,18.643291680076025,11.811006
4514764446398646912,287.4683879709611,18.815202486593265,11.795923
4514769845208619008,287.3417130409481,18.911529030777395,11.265799
4514771460115475072,287.1231731924378,18.772519078489797,11.524026
4514782279102837248,287.3514947964386,18.980580485753453,11.850323
4514791835441948160,286.5446265946808,18.6679681657333,11.362168
4514812588707022464,286.3701609331855,18.8732275086651,11.422252
4514830318353856768,286.8501041854008,19.02344691545387,10.526752
4514834647678386688,287.1534073466589,19.11581816867614,10.892171
4514840866791115904,287.0323635412832,19.28188669847724,11.4327545
4514842756578885376,286.67958268697515,19.096518149296816,10.824319
4514846948465247104,286.568504246649,19.170207315661983,11.915787
4514856500472879488,286.8650310741029,19.328554486656593,10.76741
4515377978193833984,289.31101273822634,18.88336040188068,10.353564
4516054074762755712,288.56488097230675,19.063609789464767,9.293714
4516150007175737216,288.85678780432187,19.203868013313006,11.415963
4516196324108993152,288.69557575576357,19.22385386314469,11.956711
4516206906904829056,288.86588370222734,19.41995057519805,6.9140825
4516207216142420096,288.95434111001947,19.45170146023557,10.097644
4516215771701353216,288.52134631285486,19.43097984426327,11.345648
4516238724023986688,288.9518823546718,19.71439581445863,11.449747
4516261706361204352,288.89108054105805,19.899598165300112,11.314461
4516274836102872704,287.7617758610073,19.020065866716173,8.954547
4516316273949737984,288.0484007163824,19.520266279207288,10.08841
4516354821255241088,287.07688222342034,19.390527379366908,11.684026
4516391384340402176,287.5053803893179,19.728239978496998,11.620059
4516399596319325952,287.57536038765403,19.87716523503985,11.00088
4516418940838613248,288.4937953970984,19.780539214426007,11.92626
4516448524574419968,288.6337208168225,19.95619318188014,11.87697
4516529544840765568,288.47108471042463,20.543880447895976,11.324074
4516530644351851136,288.16113946587353,20.348517961205935,11.100507
4516531808265002880,288.09033026002567,20.37538649061024,11.925674
4516532912094619008,288.2184303001031,20.40676566852904,11.404134
4516536416788293376,288.01521602907053,20.4840845419055,11.641391
4516540849194393600,288.28269011045603,20.578701291588093,11.605894
4516544766204720512,288.1962942558337,20.605135317957355,11.360794
4516891765202443008,289.30681857007954,20.811171421574393,10.541436
4516907433243952896,288.59352503316285,20.67020860891686,10.565631
4516922723328378240,288.3089025822811,20.738862695391585,11.788905
4516931931721943936,288.5755570443274,20.94525640381428,8.327425
4517040336711758464,289.3161758769392,21.093353171194163,11.514976
4517583839046465664,284.6189940060482,18.89540257295793,8.858472
4517596822708959616,284.49488711771687,18.964959859014616,11.792609
4517697535425278336,285.20451548573726,18.599784601291187,10.692781
4517765292831967104,285.0268643522843,18.876312476182736,11.244578
4517774256399013376,285.1809379681952,19.0238649396655,11.682033
4517804428575282304,285.2529816856233,19.23115305986499,10.136309
4517863664762508288,286.54808076289413,19.45258446758405,11.597632
4517865309705807104,286.73179289778346,19.52654908389623,11.7171955
4517869639037033600,286.4756887242513,19.447246789829315,11.90117
4517930219578546688,286.34930331992575,19.74030470259337,11.115662
4517957982234986624,284.8826592700828,19.00457372374593,11.668953
4517976021098335488,284.6081002416587,19.14873852193938,11.330487
4517976295975863808,284.66840072536326,19.163683688334533,10.871699
4517985641824770944,284.6764059026792,19.23789625323393,11.927009
4518039208659079040,284.5626992739018,19.47693468569518,10.228284
4518050684814590208,284.2213221587801,19.547137567968964,10.784483
4518051749963680384,284.44085796159703,19.497807949222384,11.390593
4518058931149139712,284.48858406035254,19.70703382004887,10.977811
4518061130173067520,284.84097471629684,19.548912423655604,10.385696
4518064493111366272,284.8765215269601,19.68111133017514,8.1284685
4518074358672588416,284.91132913886344,19.78274285772622,11.379629
4518095283753868928,284.78269613327177,20.076669294811786,11.66172
4518139710894911488,286.0158027151673,19.977887288798296,9.078963
4518147063879284608,286.00681401356144,20.17573928580555,8.364048
