source_id,ra_deg,dec_deg,mag
3820502087012196864,144.50845618606868,-7.277529743164749,11.705552
3820521126602923520,144.33293549705309,-7.056771689520995,10.186526
3820528204709010432,144.52594684780001,-6.985918957221862,9.766553
3820604071011392384,144.91757469233778,-7.036116858593794,11.179611
3820700858098653184,144.54295150915695,-6.429619097408132,11.614782
3823574912774275072,143.24104871697875,-6.970459992866326,11.717109
3823674968332380544,143.54748580321242,-6.3267572224306985,10.239764
3823701463986373120,144.06666055176984,-6.45829362116587,11.059268
3823758982188362240,144.5452000889836,-5.9155259401302915,9.934651
3823829763249463040,144.20520577949637,-5.585011497071514,10.575907
3823938202583751296,142.47885453467765,-5.814033042452633,9.513636
3823965273762109568,142.49543387826336,-5.717562656084661,11.472297
3824047908932992512,143.71202626381327,-5.159521064541626,8.727237
3824122194686917760,144.97115696711882,-5.822182066114528,9.129955
3824241255476063360,145.01231923224623,-4.999410222383802,11.250861
3824631960061281152,144.44845465419826,-4.201334074855331,10.493744
3824705421181815168,141.68921620839365,-5.677690857769142,10.942026
3824713903741663104,141.91159629459966,-5.543117230309732,11.564854
3824803067262713728,142.22338910983052,-5.050422806332567,9.0781145
3824971846593100672,141.35009228292864,-5.117423706315039,5.032454
3824980981988101888,141.50257014413546,-4.947428985307182,11.766814
3825000670118187008,141.66094750984516,-4.955943337083729,11.542912
3825095782169271552,141.31283020817173,-4.432911484516449,10.575651
3825178692218064512,141.74757200292697,-4.3055121913787495,11.064447
3825508580066038016,144.30528496215587,-3.1790366318715466,10.88816
3825531051335149568,142.67229069167917,-4.065391930558438,6.6067624
3825583381216576896,142.96691919580059,-3.553602152389397,10.316708
3825607055076249984,142.48943222003126,-3.643945087971061,11.814987
3825785755780185088,143.7047971334014,-2.644091869656985,9.845524
3825801118878360448,143.41656528137912,-2.558249095239918,9.195006
3837302491541309568,140.7944803021761,-3.547628295146248,11.520989
3837495107939797888,140.49204534890276,-3.410948558339657,10.867336
3837580118227410048,140.21471144366734,-2.981396115377183,11.768776
3837640758870805504,142.195268255116,-3.305124360180493,11.658165
3837668697633324544,142.40171666015394,-3.122444607300591,7.483615
3837675603940728576,142.57619435092914,-3.033263587607564,9.842247
3837685018508973056,142.3036202451209,-3.0234891242720168,9.8534975
3837692302773492480,142.3910384602888,-2.9093514607344044,8.349944
3837730678305207680,141.78944781516077,-2.7908021646026646,10.742301
3837736351958107136,142.08436241752054,-2.901014756388697,11.814548
5744884346016710400,140.7178724305533,-7.436704203684629,11.368617
5745151359838825600,142.80030489263487,-7.0870023244472495,10.035166
5745455404867984896,141.70362449111997,-6.282906092198842,10.326394
5745460013368646400,141.98049678328485,-6.182267110657582,11.053714
5745675856949287808,140.16876789087772,-7.007037192401722,11.654504
5746032270515939968,140.63107241374965,-7.044940224110593,11.90616
5746120648058335360,140.17316417690068,-6.6212446820777116,9.768748
5746244171317833600,141.1332056685009,-6.1393711056164735,10.904999
5746244549274955904,141.10347073555783,-6.099489179093573,8.254238
5746277530328161920,141.37528608576613,-5.869914777743961,11.9224825
5746285845384842752,141.55987179524857,-5.773272049078911,11.552208
5746307457660269824,141.25004053500004,-5.565824682962572,11.896712
5746381502896440064,140.28616080850867,-5.740796296314312,11.972316
5746480699461239680,140.6122170107896,-5.575585844931012,11.697827
5746512898831468288,140.77474013012585,-5.325793486571458,11.336672
5746520080016776704,140.87163978016665,-5.2083092260482475,11.862036
3820541261409636096,144.06783570977254,-7.2381758150139675,10.989093
3820548339515844736,143.6119167431883,-7.273555082414677,11.130365
3820622350392154624,144.74453044372785,-6.849770719594419,10.519453
3820721100280185600,144.93763793380464,-6.246940586856808,11.518965
3823666172239364352,143.37645037779498,-6.473764644646215,11.591565
3823668856594571904,143.4634822126706,-6.370852749525543,11.29576
3823831476941602176,144.23362307990703,-5.540036527760837,11.732462
3823877179688485248,143.01043119517252,-6.177465645399436,11.196009
3823929814512116352,142.3063955899307,-5.917991051284436,10.633943
3823942699414001920,142.40262594484932,-5.7221050359085215,11.99802
3823947204835171584,142.8437968682007,-5.7850339532261845,9.998861
3823963079034307456,142.68029392239,-5.717330935120479,10.499265
3824067665782312832,142.86293714714003,-5.455045061764735,11.544842
3824199091781381248,144.68011383402913,-5.452302860443904,11.922811
3824214175707206912,144.37286821269493,-5.329292356176934,11.292827
3824406933839425920,144.03369322018384,-5.189547378246512,10.72511
3824475176574899712,143.88265128136896,-4.875758662235078,11.043052
3824512594329955712,144.03876928166852,-4.5709008970471,10.4936905
3824561105985223936,144.74829819886037,-4.543370970832433,10.585395
3824574918600040704,144.9082414691979,-4.267723154005984,8.991381
3824598802913714304,144.90676369329762,-4.212768222384796,8.195196
3824822175572679424,142.0297466040909,-4.850289743300355,11.244879
3824834609502719616,143.01029276524733,-5.082788053948416,9.4379425
3824839527240705792,142.85272937709559,-4.997582980303278,10.134105
3824899244465906432,142.29510415543803,-4.900885791697553,11.209643
3824918447264734080,142.15116683297165,-4.726828110117101,11.102784
3824976897474635520,141.4363017426127,-5.102115602849061,11.576361
3824997410238381312,141.3761341835012,-4.850775203766943,10.991149
3825013623739545216,141.78644586768212,-4.75527447109818,8.499721
3825061211977043456,141.030397545995,-4.690981546084007,11.654387
3825068496241559552,140.98695003080567,-4.533945355297664,8.6340065
3825233560424817664,141.79212924642096,-3.8455344006569385,11.995759
3825313210593712128,143.79358088616124,-4.000866698962892,10.683976
3825365643554376576,143.51569027550903,-3.850652068135028,11.492245
3825404229540749312,144.01180531639392,-3.9429510026999064,11.439967
3825425425204073088,144.42936950133267,-3.7718813007659393,11.929677
3825474357766694144,143.69998347508633,-3.657371315710023,11.511679
3825499852692515968,144.1137348108066,-3.3141204963153825,11.691363
3825518132073319040,144.1382960208062,-3.2250104970394946,8.884802
3825624166225954816,142.43939538243052,-3.4894913407040593,10.93754
3825630797655644544,142.42140141891028,-3.341495846661982,11.788367
3825690819822635264,143.1812486791581,-3.2680702469109355,11.257373
3825737274189350912,143.78079040936413,-2.720491830819103,11.480648
3825800947079666688,143.4458728046068,-2.574866444692495,9.653438
3826960961911132544,144.90592075843745,-3.198723825144775,9.884071
3827020717791837056,144.61734443237904,-2.928088717024747,8.00174
3827237493381103104,143.89178560112447,-2.712455969074835,10.474836
3837270773207666816,141.6206250106335,-3.492108251695757,11.630964
3837751259788481408,142.19429817042246,-2.6262705976130043,11.193585
3837756899081566336,141.93201350174746,-2.6597299543814095,11.143978
3837937803103700864,141.32065865231172,-2.660521660840817,9.360918
3837952577791166464,141.60395250540319,-2.51346112967535,11.611959
5745233028641233920,141.89604133845853,-7.212623870294571,11.5256815
5745233995010041600,141.94656809011403,-7.131698025048228,10.261778
5745315736827255552,141.16890280848312,-6.8330941098915154,10.76975
5746233554158623360,141.7299236726135,-5.875672056788598,11.973238
5746283547577971328,141.3234198056698,-5.770743664280874,9.591133
5746303407506683136,141.36905375055613,-5.628621366769768,11.563085
5746371164910760064,140.11844836598652,-5.950230598960091,11.029008
5746494997407840000,141.0032080595875,-5.466617588200619,6.232536
5746495371069248000,140.93657134384245,-5.462482486628658,11.745375
3820695021238748544,144.2357827848085,-6.5340614311069105,10.711181
3823854399181966848,142.8335953666845,-6.210510006591621,8.509564
3823864805886793216,142.77159295768178,-6.206810520974276,10.66825
3823971767752668416,142.81351563782965,-5.581311165580796,10.843329
3824083505621939328,143.10024695021355,-5.121568920570128,11.672217
3824101617499474304,143.2972862832546,-5.188673916037094,11.75626
3824223182253097472,144.55409934620786,-5.148470475753223,11.696514
3824242934807532032,144.72089696057358,-5.1482562023477705,11.856075
3824251391598894080,144.84409576568478,-5.02973197385091,11.652462
3824420299777650688,144.05501995657826,-5.143812390157217,11.968458
3824477822274763904,143.76005657321204,-4.889237669291257,7.1180253
3824542448646883328,144.80731210536652,-4.7175189839678255,9.781165
3824572174116501760,144.78027972875898,-4.378931618872112,7.872173
3824640442621100032,144.59758366001213,-4.0616117930513855,9.422393
3824657038374404736,144.9326631306072,-3.957950875637025,11.795606
3824711640294423680,142.16379699178637,-5.498315570368955,11.180755
3824836709741566080,142.883802093945,-5.069188206242862,11.82048
3824904742024128896,142.69357148651642,-4.786230313699922,9.903575
3824909067055748608,142.61030889308734,-4.719676777765139,11.015878
3825085027571193728,141.5322780769875,-4.420447880583869,10.408175
3825149928821305088,142.55521023540018,-4.226052714728523,11.479014
3825154434242724864,142.4769153794676,-4.143519602863802,11.679139
3825204187143131392,141.8013878341709,-4.010957333140943,11.492451
3825247102457142656,143.43001000062756,-4.6422054973951985,10.924574
